Affixed_Word,Root_Word,Affix_Category,Affix_Pattern,Meaning_EN
sesarek,sarek,Prefix,se-,Synthetic meaning for sarek
besemak,semak,Prefix,be-,Synthetic meaning for semak
kekeme,keme,Prefix,ke-,Synthetic meaning for keme
pepayo,payo,Prefix,pe-,Synthetic meaning for payo
sebengo,bengo,Prefix,se-,Synthetic meaning for bengo
sesuren,suren,Prefix,se-,Synthetic meaning for suren
bemelak,melak,Prefix,be-,Synthetic meaning for melak
pesarek,sarek,Prefix,pe-,Synthetic meaning for sarek
pepelak,pelak,Prefix,pe-,Synthetic meaning for pelak
bepade,pade,Prefix,be-,Synthetic meaning for pade
sepayo,payo,Prefix,se-,Synthetic meaning for payo
petenyang,tenyang,Prefix,pe-,Synthetic meaning for tenyang
semelak,melak,Prefix,se-,Synthetic meaning for melak
pemelak,melak,Prefix,pe-,Synthetic meaning for melak
kegulai,gulai,Prefix,ke-,Synthetic meaning for gulai
kemure,mure,Prefix,ke-,Synthetic meaning for mure
sekape,kape,Prefix,se-,Synthetic meaning for kape
pekedah,kedah,Prefix,pe-,Synthetic meaning for kedah
perenah,renah,Prefix,pe-,Synthetic meaning for renah
pegupak,gupak,Prefix,pe-,Synthetic meaning for gupak
perawa,rawa,Prefix,pe-,Synthetic meaning for rawa
kedike,dike,Prefix,ke-,Synthetic meaning for dike
serendo,rendo,Prefix,se-,Synthetic meaning for rendo
kesirat,sirat,Prefix,ke-,Synthetic meaning for sirat
kelekak,lekak,Prefix,ke-,Synthetic meaning for lekak
keguren,guren,Prefix,ke-,Synthetic meaning for guren
sebulen,bulen,Prefix,se-,Synthetic meaning for bulen
semakan,makan,Prefix,se-,Synthetic meaning for makan
sedulen,dulen,Prefix,se-,Synthetic meaning for dulen
kebinar,binar,Prefix,ke-,Synthetic meaning for binar
sepayo,payo,Prefix,se-,Synthetic meaning for payo
kerenah,renah,Prefix,ke-,Synthetic meaning for renah
petando,tando,Prefix,pe-,Synthetic meaning for tando
secinde,cinde,Prefix,se-,Synthetic meaning for cinde
sesinge,singe,Prefix,se-,Synthetic meaning for singe
keulow,ulow,Prefix,ke-,Synthetic meaning for ulow
selenjo,lenjo,Prefix,se-,Synthetic meaning for lenjo
sepelak,pelak,Prefix,se-,Synthetic meaning for pelak
pegupak,gupak,Prefix,pe-,Synthetic meaning for gupak
begulai,gulai,Prefix,be-,Synthetic meaning for gulai
kelumang,lumang,Prefix,ke-,Synthetic meaning for lumang
segenia,genia,Prefix,se-,Synthetic meaning for genia
segenia,genia,Prefix,se-,Synthetic meaning for genia
pelekak,lekak,Prefix,pe-,Synthetic meaning for lekak
pekape,kape,Prefix,pe-,Synthetic meaning for kape
sedike,dike,Prefix,se-,Synthetic meaning for dike
keserek,serek,Prefix,ke-,Synthetic meaning for serek
setilak,tilak,Prefix,se-,Synthetic meaning for tilak
bebento,bento,Prefix,be-,Synthetic meaning for bento
sesirat,sirat,Prefix,se-,Synthetic meaning for sirat
sengele,ngele,Prefix,se-,Synthetic meaning for ngele
bedulen,dulen,Prefix,be-,Synthetic meaning for dulen
betilak,tilak,Prefix,be-,Synthetic meaning for tilak
kebelai,belai,Prefix,ke-,Synthetic meaning for belai
besinge,singe,Prefix,be-,Synthetic meaning for singe
begelen,gelen,Prefix,be-,Synthetic meaning for gelen
besemak,semak,Prefix,be-,Synthetic meaning for semak
petabik,tabik,Prefix,pe-,Synthetic meaning for tabik
kesuren,suren,Prefix,ke-,Synthetic meaning for suren
besabo,sabo,Prefix,be-,Synthetic meaning for sabo
bengele,ngele,Prefix,be-,Synthetic meaning for ngele
kebengo,bengo,Prefix,ke-,Synthetic meaning for bengo
selenga,lenga,Prefix,se-,Synthetic meaning for lenga
pemakan,makan,Prefix,pe-,Synthetic meaning for makan
sesaren,saren,Prefix,se-,Synthetic meaning for saren
pecinde,cinde,Prefix,pe-,Synthetic meaning for cinde
pebule,bule,Prefix,pe-,Synthetic meaning for bule
setenyang,tenyang,Prefix,se-,Synthetic meaning for tenyang
petilak,tilak,Prefix,pe-,Synthetic meaning for tilak
pegulai,gulai,Prefix,pe-,Synthetic meaning for gulai
sesinge,singe,Prefix,se-,Synthetic meaning for singe
kesarek,sarek,Prefix,ke-,Synthetic meaning for sarek
kerenah,renah,Prefix,ke-,Synthetic meaning for renah
belupak,lupak,Prefix,be-,Synthetic meaning for lupak
kerenah,renah,Prefix,ke-,Synthetic meaning for renah
pebajik,bajik,Prefix,pe-,Synthetic meaning for bajik
sedike,dike,Prefix,se-,Synthetic meaning for dike
kebinar,binar,Prefix,ke-,Synthetic meaning for binar
sesarek,sarek,Prefix,se-,Synthetic meaning for sarek
kesuren,suren,Prefix,ke-,Synthetic meaning for suren
kerenah,renah,Prefix,ke-,Synthetic meaning for renah
setando,tando,Prefix,se-,Synthetic meaning for tando
bekedah,kedah,Prefix,be-,Synthetic meaning for kedah
sebelai,belai,Prefix,se-,Synthetic meaning for belai
kecinde,cinde,Prefix,ke-,Synthetic meaning for cinde
kecinde,cinde,Prefix,ke-,Synthetic meaning for cinde
kesuren,suren,Prefix,ke-,Synthetic meaning for suren
sesabo,sabo,Prefix,se-,Synthetic meaning for sabo
betulan,tulan,Prefix,be-,Synthetic meaning for tulan
becinde,cinde,Prefix,be-,Synthetic meaning for cinde
serawa,rawa,Prefix,se-,Synthetic meaning for rawa
pebengo,bengo,Prefix,pe-,Synthetic meaning for bengo
kerawa,rawa,Prefix,ke-,Synthetic meaning for rawa
pesinge,singe,Prefix,pe-,Synthetic meaning for singe
ketilak,tilak,Prefix,ke-,Synthetic meaning for tilak
pebajik,bajik,Prefix,pe-,Synthetic meaning for bajik
besarek,sarek,Prefix,be-,Synthetic meaning for sarek
besarek,sarek,Prefix,be-,Synthetic meaning for sarek
sepade,pade,Prefix,se-,Synthetic meaning for pade
keulow,ulow,Prefix,ke-,Synthetic meaning for ulow
peguren,guren,Prefix,pe-,Synthetic meaning for guren
ketenyang,tenyang,Prefix,ke-,Synthetic meaning for tenyang
sengele,ngele,Prefix,se-,Synthetic meaning for ngele
pegawai,gawai,Prefix,pe-,Synthetic meaning for gawai
kelumang,lumang,Prefix,ke-,Synthetic meaning for lumang
kesaren,saren,Prefix,ke-,Synthetic meaning for saren
kebule,bule,Prefix,ke-,Synthetic meaning for bule
kekedah,kedah,Prefix,ke-,Synthetic meaning for kedah
kelenjo,lenjo,Prefix,ke-,Synthetic meaning for lenjo
semelak,melak,Prefix,se-,Synthetic meaning for melak
pedike,dike,Prefix,pe-,Synthetic meaning for dike
pesemak,semak,Prefix,pe-,Synthetic meaning for semak
sebajik,bajik,Prefix,se-,Synthetic meaning for bajik
kepayo,payo,Prefix,ke-,Synthetic meaning for payo
setenyang,tenyang,Prefix,se-,Synthetic meaning for tenyang
kelekak,lekak,Prefix,ke-,Synthetic meaning for lekak
bedulen,dulen,Prefix,be-,Synthetic meaning for dulen
kerenah,renah,Prefix,ke-,Synthetic meaning for renah
kebajik,bajik,Prefix,ke-,Synthetic meaning for bajik
sebulen,bulen,Prefix,se-,Synthetic meaning for bulen
kesarek,sarek,Prefix,ke-,Synthetic meaning for sarek
pegenia,genia,Prefix,pe-,Synthetic meaning for genia
bekedah,kedah,Prefix,be-,Synthetic meaning for kedah
ketilak,tilak,Prefix,ke-,Synthetic meaning for tilak
petilak,tilak,Prefix,pe-,Synthetic meaning for tilak
bebento,bento,Prefix,be-,Synthetic meaning for bento
sesarek,sarek,Prefix,se-,Synthetic meaning for sarek
kesuren,suren,Prefix,ke-,Synthetic meaning for suren
sebento,bento,Prefix,se-,Synthetic meaning for bento
pemelak,melak,Prefix,pe-,Synthetic meaning for melak
beulow,ulow,Prefix,be-,Synthetic meaning for ulow
sepade,pade,Prefix,se-,Synthetic meaning for pade
bemelak,melak,Prefix,be-,Synthetic meaning for melak
pebelai,belai,Prefix,pe-,Synthetic meaning for belai
segupak,gupak,Prefix,se-,Synthetic meaning for gupak
selenga,lenga,Prefix,se-,Synthetic meaning for lenga
pebulen,bulen,Prefix,pe-,Synthetic meaning for bulen
bekape,kape,Prefix,be-,Synthetic meaning for kape
segulai,gulai,Prefix,se-,Synthetic meaning for gulai
betulan,tulan,Prefix,be-,Synthetic meaning for tulan
kesuren,suren,Prefix,ke-,Synthetic meaning for suren
sekeme,keme,Prefix,se-,Synthetic meaning for keme
petabik,tabik,Prefix,pe-,Synthetic meaning for tabik
belenga,lenga,Prefix,be-,Synthetic meaning for lenga
kebajik,bajik,Prefix,ke-,Synthetic meaning for bajik
kedulen,dulen,Prefix,ke-,Synthetic meaning for dulen
sesulu,sulu,Prefix,se-,Synthetic meaning for sulu
petulan,tulan,Prefix,pe-,Synthetic meaning for tulan
semelak,melak,Prefix,se-,Synthetic meaning for melak
petenyang,tenyang,Prefix,pe-,Synthetic meaning for tenyang
bebento,bento,Prefix,be-,Synthetic meaning for bento
kesulu,sulu,Prefix,ke-,Synthetic meaning for sulu
pebelai,belai,Prefix,pe-,Synthetic meaning for belai
pecinde,cinde,Prefix,pe-,Synthetic meaning for cinde
pedike,dike,Prefix,pe-,Synthetic meaning for dike
pebulen,bulen,Prefix,pe-,Synthetic meaning for bulen
kesinge,singe,Prefix,ke-,Synthetic meaning for singe
perendo,rendo,Prefix,pe-,Synthetic meaning for rendo
berawa,rawa,Prefix,be-,Synthetic meaning for rawa
petulan,tulan,Prefix,pe-,Synthetic meaning for tulan
kelumang,lumang,Prefix,ke-,Synthetic meaning for lumang
begawai,gawai,Prefix,be-,Synthetic meaning for gawai
belupak,lupak,Prefix,be-,Synthetic meaning for lupak
belumang,lumang,Prefix,be-,Synthetic meaning for lumang
pebinar,binar,Prefix,pe-,Synthetic meaning for binar
kebulen,bulen,Prefix,ke-,Synthetic meaning for bulen
pesabo,sabo,Prefix,pe-,Synthetic meaning for sabo
beserek,serek,Prefix,be-,Synthetic meaning for serek
selumang,lumang,Prefix,se-,Synthetic meaning for lumang
besaren,saren,Prefix,be-,Synthetic meaning for saren
belenjo,lenjo,Prefix,be-,Synthetic meaning for lenjo
sekedah,kedah,Prefix,se-,Synthetic meaning for kedah
kerendo,rendo,Prefix,ke-,Synthetic meaning for rendo
bemure,mure,Prefix,be-,Synthetic meaning for mure
petabik,tabik,Prefix,pe-,Synthetic meaning for tabik
betilak,tilak,Prefix,be-,Synthetic meaning for tilak
keguren,guren,Prefix,ke-,Synthetic meaning for guren
berenah,renah,Prefix,be-,Synthetic meaning for renah
sesulu,sulu,Prefix,se-,Synthetic meaning for sulu
sedulen,dulen,Prefix,se-,Synthetic meaning for dulen
bebajik,bajik,Prefix,be-,Synthetic meaning for bajik
segulai,gulai,Prefix,se-,Synthetic meaning for gulai
bedike,dike,Prefix,be-,Synthetic meaning for dike
pengele,ngele,Prefix,pe-,Synthetic meaning for ngele
pedike,dike,Prefix,pe-,Synthetic meaning for dike
ketulan,tulan,Prefix,ke-,Synthetic meaning for tulan
kegupak,gupak,Prefix,ke-,Synthetic meaning for gupak
serenah,renah,Prefix,se-,Synthetic meaning for renah
begenia,genia,Prefix,be-,Synthetic meaning for genia
pebento,bento,Prefix,pe-,Synthetic meaning for bento
segelen,gelen,Prefix,se-,Synthetic meaning for gelen
sesinge,singe,Prefix,se-,Synthetic meaning for singe
sesirat,sirat,Prefix,se-,Synthetic meaning for sirat
sedulen,dulen,Prefix,se-,Synthetic meaning for dulen
beguren,guren,Prefix,be-,Synthetic meaning for guren
sengele,ngele,Prefix,se-,Synthetic meaning for ngele
kengele,ngele,Prefix,ke-,Synthetic meaning for ngele
pelenga,lenga,Prefix,pe-,Synthetic meaning for lenga
sebajik,bajik,Prefix,se-,Synthetic meaning for bajik
bedike,dike,Prefix,be-,Synthetic meaning for dike
betenyang,tenyang,Prefix,be-,Synthetic meaning for tenyang
begelen,gelen,Prefix,be-,Synthetic meaning for gelen
kelenjo,lenjo,Prefix,ke-,Synthetic meaning for lenjo
belumang,lumang,Prefix,be-,Synthetic meaning for lumang
kebulen,bulen,Prefix,ke-,Synthetic meaning for bulen
belupak,lupak,Prefix,be-,Synthetic meaning for lupak
kekape,kape,Prefix,ke-,Synthetic meaning for kape
selupak,lupak,Prefix,se-,Synthetic meaning for lupak
beguren,guren,Prefix,be-,Synthetic meaning for guren
kebengo,bengo,Prefix,ke-,Synthetic meaning for bengo
bebinar,binar,Prefix,be-,Synthetic meaning for binar
pecinde,cinde,Prefix,pe-,Synthetic meaning for cinde
semakan,makan,Prefix,se-,Synthetic meaning for makan
besinge,singe,Prefix,be-,Synthetic meaning for singe
kebinar,binar,Prefix,ke-,Synthetic meaning for binar
kemelak,melak,Prefix,ke-,Synthetic meaning for melak
pecinde,cinde,Prefix,pe-,Synthetic meaning for cinde
begelen,gelen,Prefix,be-,Synthetic meaning for gelen
kerawa,rawa,Prefix,ke-,Synthetic meaning for rawa
pesabo,sabo,Prefix,pe-,Synthetic meaning for sabo
ketulan,tulan,Prefix,ke-,Synthetic meaning for tulan
kesirat,sirat,Prefix,ke-,Synthetic meaning for sirat
pelekak,lekak,Prefix,pe-,Synthetic meaning for lekak
semakan,makan,Prefix,se-,Synthetic meaning for makan
pedike,dike,Prefix,pe-,Synthetic meaning for dike
belenjo,lenjo,Prefix,be-,Synthetic meaning for lenjo
petenyang,tenyang,Prefix,pe-,Synthetic meaning for tenyang
segupak,gupak,Prefix,se-,Synthetic meaning for gupak
kerenah,renah,Prefix,ke-,Synthetic meaning for renah
kebule,bule,Prefix,ke-,Synthetic meaning for bule
kepade,pade,Prefix,ke-,Synthetic meaning for pade
berendo,rendo,Prefix,be-,Synthetic meaning for rendo
pesulu,sulu,Prefix,pe-,Synthetic meaning for sulu
bebule,bule,Prefix,be-,Synthetic meaning for bule
bebajik,bajik,Prefix,be-,Synthetic meaning for bajik
setulan,tulan,Prefix,se-,Synthetic meaning for tulan
selupak,lupak,Prefix,se-,Synthetic meaning for lupak
segulai,gulai,Prefix,se-,Synthetic meaning for gulai
kekape,kape,Prefix,ke-,Synthetic meaning for kape
bekeme,keme,Prefix,be-,Synthetic meaning for keme
sebinar,binar,Prefix,se-,Synthetic meaning for binar
kemelak,melak,Prefix,ke-,Synthetic meaning for melak
sebajik,bajik,Prefix,se-,Synthetic meaning for bajik
kesaren,saren,Prefix,ke-,Synthetic meaning for saren
peulow,ulow,Prefix,pe-,Synthetic meaning for ulow
bedulen,dulen,Prefix,be-,Synthetic meaning for dulen
pelekak,lekak,Prefix,pe-,Synthetic meaning for lekak
pepade,pade,Prefix,pe-,Synthetic meaning for pade
perendo,rendo,Prefix,pe-,Synthetic meaning for rendo
kesemak,semak,Prefix,ke-,Synthetic meaning for semak
kebengo,bengo,Prefix,ke-,Synthetic meaning for bengo
bemelak,melak,Prefix,be-,Synthetic meaning for melak
segulai,gulai,Prefix,se-,Synthetic meaning for gulai
pegawai,gawai,Prefix,pe-,Synthetic meaning for gawai
pegupak,gupak,Prefix,pe-,Synthetic meaning for gupak
kemure,mure,Prefix,ke-,Synthetic meaning for mure
sedike,dike,Prefix,se-,Synthetic meaning for dike
belenjo,lenjo,Prefix,be-,Synthetic meaning for lenjo
begelen,gelen,Prefix,be-,Synthetic meaning for gelen
berenah,renah,Prefix,be-,Synthetic meaning for renah
sengele,ngele,Prefix,se-,Synthetic meaning for ngele
secinde,cinde,Prefix,se-,Synthetic meaning for cinde
sepelak,pelak,Prefix,se-,Synthetic meaning for pelak
bebengo,bengo,Prefix,be-,Synthetic meaning for bengo
bedulen,dulen,Prefix,be-,Synthetic meaning for dulen
pengele,ngele,Prefix,pe-,Synthetic meaning for ngele
setilak,tilak,Prefix,se-,Synthetic meaning for tilak
kesuren,suren,Prefix,ke-,Synthetic meaning for suren
setenyang,tenyang,Prefix,se-,Synthetic meaning for tenyang
pegenia,genia,Prefix,pe-,Synthetic meaning for genia
segelen,gelen,Prefix,se-,Synthetic meaning for gelen
besaren,saren,Prefix,be-,Synthetic meaning for saren
kedulen,dulen,Prefix,ke-,Synthetic meaning for dulen
kelenjo,lenjo,Prefix,ke-,Synthetic meaning for lenjo
kesinge,singe,Prefix,ke-,Synthetic meaning for singe
perendo,rendo,Prefix,pe-,Synthetic meaning for rendo
bedike,dike,Prefix,be-,Synthetic meaning for dike
pesaren,saren,Prefix,pe-,Synthetic meaning for saren
kerendo,rendo,Prefix,ke-,Synthetic meaning for rendo
pebinar,binar,Prefix,pe-,Synthetic meaning for binar
bebelai,belai,Prefix,be-,Synthetic meaning for belai
kemakan,makan,Prefix,ke-,Synthetic meaning for makan
petando,tando,Prefix,pe-,Synthetic meaning for tando
perawa,rawa,Prefix,pe-,Synthetic meaning for rawa
besemak,semak,Prefix,be-,Synthetic meaning for semak
segawai,gawai,Prefix,se-,Synthetic meaning for gawai
serenah,renah,Prefix,se-,Synthetic meaning for renah
kebajik,bajik,Prefix,ke-,Synthetic meaning for bajik
kesarek,sarek,Prefix,ke-,Synthetic meaning for sarek
semakan,makan,Prefix,se-,Synthetic meaning for makan
sedike,dike,Prefix,se-,Synthetic meaning for dike
ketabik,tabik,Prefix,ke-,Synthetic meaning for tabik
betulan,tulan,Prefix,be-,Synthetic meaning for tulan
bebinar,binar,Prefix,be-,Synthetic meaning for binar
sepade,pade,Prefix,se-,Synthetic meaning for pade
betabik,tabik,Prefix,be-,Synthetic meaning for tabik
kesulu,sulu,Prefix,ke-,Synthetic meaning for sulu
bebengo,bengo,Prefix,be-,Synthetic meaning for bengo
bebento,bento,Prefix,be-,Synthetic meaning for bento
setilak,tilak,Prefix,se-,Synthetic meaning for tilak
berenah,renah,Prefix,be-,Synthetic meaning for renah
petabik,tabik,Prefix,pe-,Synthetic meaning for tabik
sengele,ngele,Prefix,se-,Synthetic meaning for ngele
pemure,mure,Prefix,pe-,Synthetic meaning for mure
sesulu,sulu,Prefix,se-,Synthetic meaning for sulu
kegenia,genia,Prefix,ke-,Synthetic meaning for genia
bepelak,pelak,Prefix,be-,Synthetic meaning for pelak
pemure,mure,Prefix,pe-,Synthetic meaning for mure
peulow,ulow,Prefix,pe-,Synthetic meaning for ulow
sepelak,pelak,Prefix,se-,Synthetic meaning for pelak
petabik,tabik,Prefix,pe-,Synthetic meaning for tabik
kelenga,lenga,Prefix,ke-,Synthetic meaning for lenga
sebengo,bengo,Prefix,se-,Synthetic meaning for bengo
kekape,kape,Prefix,ke-,Synthetic meaning for kape
bebajik,bajik,Prefix,be-,Synthetic meaning for bajik
kesarek,sarek,Prefix,ke-,Synthetic meaning for sarek
kedike,dike,Prefix,ke-,Synthetic meaning for dike
segenia,genia,Prefix,se-,Synthetic meaning for genia
kebengo,bengo,Prefix,ke-,Synthetic meaning for bengo
peguren,guren,Prefix,pe-,Synthetic meaning for guren
besirat,sirat,Prefix,be-,Synthetic meaning for sirat
pebulen,bulen,Prefix,pe-,Synthetic meaning for bulen
kebinar,binar,Prefix,ke-,Synthetic meaning for binar
sebento,bento,Prefix,se-,Synthetic meaning for bento
belumang,lumang,Prefix,be-,Synthetic meaning for lumang
sepade,pade,Prefix,se-,Synthetic meaning for pade
kebento,bento,Prefix,ke-,Synthetic meaning for bento
belumang,lumang,Prefix,be-,Synthetic meaning for lumang
sebento,bento,Prefix,se-,Synthetic meaning for bento
kemure,mure,Prefix,ke-,Synthetic meaning for mure
kesabo,sabo,Prefix,ke-,Synthetic meaning for sabo
pepade,pade,Prefix,pe-,Synthetic meaning for pade
kekeme,keme,Prefix,ke-,Synthetic meaning for keme
serendo,rendo,Prefix,se-,Synthetic meaning for rendo
petando,tando,Prefix,pe-,Synthetic meaning for tando
pelumang,lumang,Prefix,pe-,Synthetic meaning for lumang
kedike,dike,Prefix,ke-,Synthetic meaning for dike
begenia,genia,Prefix,be-,Synthetic meaning for genia
kelupak,lupak,Prefix,ke-,Synthetic meaning for lupak
perendo,rendo,Prefix,pe-,Synthetic meaning for rendo
serawa,rawa,Prefix,se-,Synthetic meaning for rawa
pemakan,makan,Prefix,pe-,Synthetic meaning for makan
pegawai,gawai,Prefix,pe-,Synthetic meaning for gawai
seguren,guren,Prefix,se-,Synthetic meaning for guren
seulow,ulow,Prefix,se-,Synthetic meaning for ulow
pelenga,lenga,Prefix,pe-,Synthetic meaning for lenga
ketabik,tabik,Prefix,ke-,Synthetic meaning for tabik
sesemak,semak,Prefix,se-,Synthetic meaning for semak
pesinge,singe,Prefix,pe-,Synthetic meaning for singe
sepade,pade,Prefix,se-,Synthetic meaning for pade
ketando,tando,Prefix,ke-,Synthetic meaning for tando
sebajik,bajik,Prefix,se-,Synthetic meaning for bajik
kerenah,renah,Prefix,ke-,Synthetic meaning for renah
serendo,rendo,Prefix,se-,Synthetic meaning for rendo
semure,mure,Prefix,se-,Synthetic meaning for mure
pebule,bule,Prefix,pe-,Synthetic meaning for bule
perawa,rawa,Prefix,pe-,Synthetic meaning for rawa
beserek,serek,Prefix,be-,Synthetic meaning for serek
sebento,bento,Prefix,se-,Synthetic meaning for bento
belenga,lenga,Prefix,be-,Synthetic meaning for lenga
bepelak,pelak,Prefix,be-,Synthetic meaning for pelak
bebengo,bengo,Prefix,be-,Synthetic meaning for bengo
pesemak,semak,Prefix,pe-,Synthetic meaning for semak
setulan,tulan,Prefix,se-,Synthetic meaning for tulan
